title,job_title,pros,cons,recommendation,salary,date,location,career_opportunity_rating,work_life_balance_rating,work_env_rating,management_rating,benefits_rating,diversity_rating,overall_rating,company
‘Totally soul destroying experience’,Call Centre Consultant,Lots of friendly people working there,Family unfriendly shifts.  Older staff and their experience and qualifications are not recognised.  People with very little experience given opportunities and making decisions their capable of making.,Recommends working here: No,Rates salary as: Average,2 years ago,"Hobart, Tasmania, Australia",1.0,1.0,1.0,3.0,1.0,2.0,2.0,Vodafone
‘Great corporate culture’,Retail Assistant Store Manager,"Flexible managers, friendly staff and you're always taken care of.","We can sometimes be limited due to miscommunication by staff in our call centre, or by the programs we use in store which aren't as fleshed out as they could be.",Recommends working here: Yes,Rates salary as: Average,4 years ago,,5.0,3.0,3.0,3.0,4.0,5.0,5.0,Vodafone
‘Challenging but rewarding’,HR Consultant,"Culture, company values and team environment.","Transparency, constant change and often reactive rather than proactive",Recommends working here: Yes,Rates salary as: Average,4 years ago,"North Sydney, New South Wales, Australia",3.0,4.0,4.0,3.0,4.0,4.0,4.0,Vodafone
‘Really great experience enjoyed the job alot’,Call Centre Role,Learning new things ,Didnt really have many challages. ,Recommends working here: Yes,Rates salary as: Average,9 months ago,"North Sydney NSW, Australia",5.0,5.0,5.0,5.0,5.0,5.0,5.0,Vodafone
"‘No career opportunity but great way to make friends 
’",Customer Service Role,People you work with were great ,Upper management  was terrible ,Recommends working here: No,Rates salary as: High,1 year ago,"Hobart TAS, Australia",2.0,4.0,4.0,2.0,4.0,3.0,3.0,Vodafone
"‘The least professional group i have ever been involved with, due to the absense of communication and any support for growth’",Channel Manager,Working with the external partners,"Zero Communication through leadership group, non transparent and without any strategic outlook",Recommends working here: No,Rates salary as: Average,2 years ago,WA,2.0,3.0,3.0,2.0,1.0,3.0,2.0,Vodafone
"‘A place to learn, but not very well supported.’",Finance Department,"Flexibility in working hours, potential to move across divisions","Pockets of extreme toxic behaviour and management, if you aren't in favour with someone up high, forget any new opportunities. ",Recommends working here: No,Rates salary as: Average,1 year ago,"North Sydney NSW, Australia",2.0,4.0,2.0,2.0,2.0,4.0,3.0,Vodafone
‘Best and worst Seven years of my working life.’,Assistant Manager,No two days are ever the same. Working with technology and being kept up to date. Will transfer you if you move to different states,Management if your not in the in crowd your walked all over.,Recommends working here: No,Rates salary as: Average,4 years ago,,4.0,2.0,2.0,2.0,2.0,3.0,3.0,Vodafone
‘My work mates were amazing and I loved the social aspect of it all.’,Retail Sales Assistant,The company like to make things fun and enjoyable,Having to make time outside of work for events,Recommends working here: Yes,Rates salary as: Average,2 years ago,"Joondalup, Western Australia, Australia",4.0,3.0,5.0,2.0,4.0,5.0,4.0,Vodafone
‘Great team work.’,Sales Assistant,Communicating with people.,Complicated costumers and issues with phones.,Recommends working here: Yes,Rates salary as: Average,4 years ago,,2.0,2.0,4.0,4.0,2.0,4.0,4.0,Vodafone
‘Upskill central’,Customer Service Representative,Awesome environment to progress  skills,Only challenge are irate customers,Recommends working here: Yes,Rates salary as: Average,4 years ago,,3.0,3.0,4.0,3.0,3.0,3.0,5.0,Vodafone
‘Really good company to work.’,Credit & Fraud Analyst,Nice environment and good systems,Average people with no ambitious,Recommends working here: Yes,Rates salary as: Average,4 years ago,,3.0,4.0,4.0,3.0,4.0,4.0,4.0,Vodafone
‘I hated going everyday’,Customer Service Representative,Pay and friends  there is nothing else to say,Job role changed to something I was never employed to do ‘sales’,Recommends working here: No,Rates salary as: Average,2 years ago,"Hobart City, TAS, Australia",3.0,1.0,1.0,1.0,3.0,2.0,1.0,Vodafone
‘Great experience working with a vary different people from different backgrounds. Very enjoyable.’,Sales Team Leader,People you work with,Changing environment,Recommends working here: Yes,Rates salary as: High,4 years ago,,4.0,5.0,5.0,4.0,5.0,4.0,5.0,Vodafone
